"BILL_PERIOD","BILLNUMAMEND","BILL_NORM"
"2011-2012","S140","S140"
"2011-2012","S141","S141"
"2011-2012","S142","S142"
"2011-2012","S143","S143"
"2011-2012","S144","S144"
"2011-2012","S145","S145"
"2011-2012","S146-A","S146A"
"2011-2012","S147","S147"
"2011-2012","S735","S735"
"2011-2012","S736","S736"
"2011-2012","S737-B","S737B"
"2011-2012","S986-A","S986A"
"2011-2012","S987","S987"
"2011-2012","S988-A","S988A"
"2011-2012","S1325-A","S1325A"
"2011-2012","S1326","S1326"
"2011-2012","S751","S751"
"2011-2012","S996","S996"
"2011-2012","S997","S997"
"2011-2012","S998-B","S998B"
"2011-2012","S999-C","S999C"
"2011-2012","S1000","S1000"
"2011-2012","S1001-A","S1001A"
"2011-2012","S248-A","S248A"
"2011-2012","S249","S249"
"2011-2012","S250","S250"
"2011-2012","S251","S251"
"2011-2012","S252","S252"
"2011-2012","S253","S253"
"2007-2008","S8313-B","S8313B"
"2007-2008","S8314","S8314"
"2007-2008","S8315","S8315"
"2007-2008","S8588","S8588"
"2007-2008","S8589","S8589"
"2007-2008","S8590","S8590"
"2007-2008","S8591","S8591"
"2007-2008","S8735","S8735"
"2007-2008","S8736","S8736"
"2007-2008","S8400","S8400"
"2007-2008","S8401","S8401"
"2007-2008","S8402","S8402"
"2007-2008","S8403","S8403"
"2007-2008","S8404","S8404"
"2007-2008","S8405","S8405"
"2011-2012","S148-A","S148A"
"2011-2012","S149-B","S149B"
"2011-2012","S150-A","S150A"
"2011-2012","S2594","S2594"
"2011-2012","S2959","S2959"
"2011-2012","S1679-A","S1679A"
"2011-2012","S2469","S2469"
"2011-2012","S2470-C","S2470C"
"2011-2012","S2471","S2471"
"2011-2012","S2472","S2472"
"2011-2012","S2473","S2473"
"2011-2012","S2474","S2474"
"2011-2012","S2475","S2475"
"2011-2012","S2476","S2476"
"2011-2012","S1337","S1337"
"2011-2012","S1338","S1338"
"2011-2012","S1339","S1339"
"2011-2012","S1340-A","S1340A"
"2011-2012","S477-A","S477A"
"2011-2012","S478","S478"
"2011-2012","S479","S479"
"2011-2012","S480","S480"
"2011-2012","S481","S481"
"2011-2012","S482-A","S482A"
"2011-2012","S483","S483"
"2011-2012","S551-A","S551A"
"2011-2012","S552","S552"
"2011-2012","S553","S553"
"2011-2012","S554","S554"
"2011-2012","S254","S254"
"2011-2012","S241","S241"
"2011-2012","S255","S255"
"2011-2012","S523-A","S523A"
"2011-2012","S524","S524"
"2011-2012","S525-A","S525A"
"2011-2012","S526-A","S526A"
"2011-2012","S566","S566"
"2011-2012","S567","S567"
"2011-2012","S568","S568"
"2011-2012","S569-A","S569A"
"2011-2012","S570","S570"
"2011-2012","S571","S571"
"2011-2012","S572","S572"
"2007-2008","S8406","S8406"
"2007-2008","S8407","S8407"
"2007-2008","S8408","S8408"
"2007-2008","S8218","S8218"
"2007-2008","S8219","S8219"
"2007-2008","S8220","S8220"
"2007-2008","S8221-A","S8221A"
"2007-2008","S8468","S8468"
"2007-2008","S8469","S8469"
"2007-2008","S8470","S8470"
"2007-2008","S8471-A","S8471A"
"2007-2008","S8472","S8472"
"2007-2008","S8473","S8473"
"2007-2008","S8474","S8474"
"2007-2008","S8475-A","S8475A"
"2007-2008","S8476","S8476"
"2011-2012","S2477","S2477"
"2011-2012","S512-A","S512A"
"2011-2012","S490","S490"
"2011-2012","S491","S491"
"2011-2012","S492","S492"
"2011-2012","S493","S493"
"2011-2012","S494","S494"
"2011-2012","S495","S495"
"2011-2012","S496","S496"
"2011-2012","S497","S497"
"2011-2012","S498","S498"
"2011-2012","S499","S499"
"2011-2012","S634","S634"
"2011-2012","S555","S555"
"2011-2012","S556","S556"
"2011-2012","S557","S557"
"2011-2012","S558-B","S558B"
"2011-2012","S559","S559"
"2011-2012","S560","S560"
"2011-2012","S812","S812"
"2011-2012","S813-A","S813A"
"2011-2012","S814","S814"
"2011-2012","S815","S815"
"2011-2012","S816","S816"
"2011-2012","S817","S817"
"2011-2012","S989","S989"
"2011-2012","S990-A","S990A"
"2011-2012","S991","S991"
"2011-2012","S992-A","S992A"
"2011-2012","S574","S574"
"2011-2012","S573-A","S573A"
"2011-2012","S828","S828"
"2011-2012","S829","S829"
"2011-2012","S830","S830"
"2011-2012","S831","S831"
"2011-2012","S832","S832"
"2011-2012","S833","S833"
"2011-2012","S1002","S1002"
"2011-2012","S1003-A","S1003A"
"2011-2012","S1004","S1004"
"2011-2012","S1005","S1005"
"2011-2012","S1006","S1006"
"2011-2012","S1007-A","S1007A"
"2011-2012","S1008","S1008"
"2007-2008","S8477-A","S8477A"
"2007-2008","S8478-A","S8478A"
"2007-2008","S8479-A","S8479A"
"2007-2008","S8278","S8278"
"2007-2008","S8279","S8279"
"2007-2008","S8280","S8280"
"2007-2008","S8281-A","S8281A"
"2007-2008","S8529","S8529"
"2007-2008","S8530","S8530"
"2007-2008","S8531","S8531"
"2007-2008","S8532","S8532"
"2007-2008","S8533","S8533"
"2007-2008","S8534-A","S8534A"
"2007-2008","S8535","S8535"
"2007-2008","S8536","S8536"
"2007-2008","S8537","S8537"
"2011-2012","S635","S635"
"2011-2012","S636","S636"
"2011-2012","S151","S151"
"2011-2012","S152","S152"
"2011-2012","S153","S153"
"2011-2012","S154","S154"
"2011-2012","S155","S155"
"2011-2012","S156","S156"
"2011-2012","S157","S157"
"2011-2012","S158","S158"
"2011-2012","S159","S159"
"2011-2012","S160","S160"
"2011-2012","S161","S161"
"2011-2012","S162","S162"
"2011-2012","S163","S163"
"2011-2012","S993","S993"
"2011-2012","S994","S994"
"2011-2012","S995","S995"
"2011-2012","S1272","S1272"
"2011-2012","S1273","S1273"
"2011-2012","S1274","S1274"
"2011-2012","S1275","S1275"
"2011-2012","S1276","S1276"
"2011-2012","S1277-A","S1277A"
"2011-2012","S1278","S1278"
"2011-2012","S484","S484"
"2011-2012","S505","S505"
"2011-2012","S506-A","S506A"
"2011-2012","S1009","S1009"
"2011-2012","S1010","S1010"
"2011-2012","S1285","S1285"
"2011-2012","S1286-A","S1286A"
"2011-2012","S1287","S1287"
"2011-2012","S1288","S1288"
"2011-2012","S1289","S1289"
"2011-2012","S1290","S1290"
"2011-2012","S527","S527"
"2011-2012","S528-A","S528A"
"2011-2012","S529","S529"
"2011-2012","S530","S530"
"2011-2012","S531","S531"
"2011-2012","S532-B","S532B"
"2007-2008","S8538","S8538"
"2007-2008","S8539","S8539"
"2007-2008","S8540","S8540"
"2007-2008","S8606","S8606"
"2007-2008","S8607","S8607"
"2007-2008","S8608","S8608"
"2007-2008","S8609","S8609"
"2007-2008","S8702","S8702"
"2007-2008","S8703","S8703"
"2007-2008","S8704","S8704"
"2007-2008","S8705","S8705"
"2007-2008","S8706","S8706"
"2007-2008","S7853","S7853"
"2007-2008","S7854-A","S7854A"
"2007-2008","S7855","S7855"
"2007-2008","S7856","S7856"
"2011-2012","S164-C","S164C"
"2011-2012","S165","S165"
"2011-2012","S513-A","S513A"
"2011-2012","S514","S514"
"2011-2012","S515-A","S515A"
"2011-2012","S516-A","S516A"
"2011-2012","S517","S517"
"2011-2012","S518","S518"
"2011-2012","S519-C","S519C"
"2011-2012","S520","S520"
"2011-2012","S521","S521"
"2011-2012","S522-A","S522A"
"2011-2012","S658","S658"
"2011-2012","S659","S659"
"2011-2012","S507-A","S507A"
"2011-2012","S508-A","S508A"
"2011-2012","S509","S509"
"2011-2012","S510","S510"
"2011-2012","S511-A","S511A"
"2011-2012","S765","S765"
"2011-2012","S766","S766"
"2011-2012","S767","S767"
"2011-2012","S768-A","S768A"
"2011-2012","S769","S769"
"2011-2012","S770","S770"
"2011-2012","S819","S819"
"2011-2012","S820","S820"
"2011-2012","S821","S821"
"2011-2012","S822","S822"
"2011-2012","S542-C","S542C"
"2011-2012","S543","S543"
"2011-2012","S544","S544"
"2011-2012","S789","S789"
"2011-2012","S790","S790"
"2011-2012","S791","S791"
"2011-2012","S792","S792"
"2011-2012","S793-A","S793A"
"2011-2012","S834","S834"
"2011-2012","S835-A","S835A"
"2011-2012","S836","S836"
"2011-2012","S837","S837"
"2011-2012","S838","S838"
"2011-2012","S839","S839"
"2011-2012","S840","S840"
"2011-2012","S841-A","S841A"
"2007-2008","S7857","S7857"
"2007-2008","S7858-A","S7858A"
"2007-2008","S7859","S7859"
"2007-2008","S8409","S8409"
"2007-2008","S8410","S8410"
"2007-2008","S8411","S8411"
"2007-2008","S8412","S8412"
"2007-2008","S8413","S8413"
"2007-2008","S8779","S8779"
"2007-2008","S8780","S8780"
"2007-2008","S8781","S8781"
"2007-2008","S8782","S8782"
"2011-2012","S660","S660"
"2011-2012","S661","S661"
"2011-2012","S662-A","S662A"
"2011-2012","S637","S637"
"2011-2012","S638","S638"
"2011-2012","S639","S639"
"2011-2012","S640","S640"
"2011-2012","S641-B","S641B"
"2011-2012","S642","S642"
"2011-2012","S643-A","S643A"
"2011-2012","S906","S906"
"2011-2012","S907","S907"
"2011-2012","S823","S823"
"2011-2012","S824","S824"
"2011-2012","S825","S825"
"2011-2012","S826","S826"
"2011-2012","S827-A","S827A"
"2011-2012","S1063","S1063"
"2011-2012","S1064-A","S1064A"
"2011-2012","S1065","S1065"
"2011-2012","S1066","S1066"
"2011-2012","S1067","S1067"
"2011-2012","S818","S818"
"2011-2012","S1279","S1279"
"2011-2012","S1280-A","S1280A"
"2011-2012","S1281","S1281"
"2011-2012","S842","S842"
"2011-2012","S843","S843"
"2011-2012","S1084","S1084"
"2011-2012","S1085","S1085"
"2011-2012","S1086","S1086"
"2011-2012","S1087-A","S1087A"
"2011-2012","S1088","S1088"
"2011-2012","S1089-A","S1089A"
"2011-2012","S1291","S1291"
"2011-2012","S1292","S1292"
"2011-2012","S1293","S1293"
"2011-2012","S1294","S1294"
"2011-2012","S1295","S1295"
"2011-2012","S1296","S1296"
"2011-2012","S1297","S1297"
"2007-2008","S8783","S8783"
"2007-2008","S8784","S8784"
"2007-2008","S8785","S8785"
"2007-2008","S8786","S8786"
"2007-2008","S8480-A","S8480A"
"2007-2008","S8481","S8481"
"2007-2008","S8482","S8482"
"2007-2008","S8644","S8644"
"2007-2008","S8645","S8645"
"2007-2008","S8646","S8646"
"2007-2008","S8647-A","S8647A"
"2007-2008","S8648","S8648"
"2007-2008","S8649","S8649"
"2007-2008","S8650","S8650"
"2011-2012","S908","S908"
"2011-2012","S909","S909"
"2011-2012","S910","S910"
"2011-2012","S911-A","S911A"
"2011-2012","S663-A","S663A"
"2011-2012","S664","S664"
"2011-2012","S665","S665"
"2011-2012","S666-A","S666A"
"2011-2012","S667-B","S667B"
"2011-2012","S795","S795"
"2011-2012","S796","S796"
"2011-2012","S797","S797"
"2011-2012","S798","S798"
"2011-2012","S799","S799"
"2011-2012","S1282-A","S1282A"
"2011-2012","S1283","S1283"
"2011-2012","S1284","S1284"
"2011-2012","S449-A","S449A"
"2011-2012","S450","S450"
"2011-2012","S451","S451"
"2011-2012","S452","S452"
"2011-2012","S453-A","S453A"
"2011-2012","S454","S454"
"2011-2012","S771","S771"
"2011-2012","S772-A","S772A"
"2011-2012","S782","S782"
"2011-2012","S783","S783"
"2011-2012","S1298","S1298"
"2011-2012","S1318","S1318"
"2011-2012","S1319","S1319"
"2011-2012","S462","S462"
"2011-2012","S463","S463"
"2011-2012","S464","S464"
"2011-2012","S465-A","S465A"
"2011-2012","S466-A","S466A"
"2011-2012","S794","S794"
"2011-2012","S804","S804"
"2011-2012","S805","S805"
"2011-2012","S806","S806"
"2011-2012","S807","S807"
"2011-2012","S808","S808"
"2011-2012","S809","S809"
"2007-2008","S8651","S8651"
"2007-2008","S8652","S8652"
"2007-2008","S8653","S8653"
"2007-2008","S8654","S8654"
"2007-2008","S8655","S8655"
"2009-2010","A6868","A6868"
"2009-2010","A6869","A6869"
"2009-2010","A6870","A6870"
"2009-2010","A6871","A6871"
"2009-2010","A6677-A","A6677A"
"2009-2010","A6725","A6725"
"2009-2010","A6726","A6726"
"2009-2010","A6727-A","A6727A"
"2009-2010","A6728","A6728"
"2009-2010","A6729-A","A6729A"
"2009-2010","A6730","A6730"
"2009-2010","A6731","A6731"
"2009-2010","A6094","A6094"
"2009-2010","A6494-A","A6494A"
"2009-2010","A6495","A6495"
"2009-2010","A6496-A","A6496A"
"2009-2010","A6497","A6497"
"2009-2010","A6498","A6498"
"2009-2010","A6499","A6499"
"2009-2010","A6500","A6500"
"2009-2010","A6501","A6501"
"2009-2010","A6502","A6502"
"2009-2010","A6697","A6697"
"2009-2010","A6698","A6698"
"2009-2010","A6699","A6699"
"2009-2010","A6560","A6560"
"2009-2010","A6344","A6344"
"2009-2010","A6345","A6345"
"2009-2010","A6346","A6346"
"2009-2010","A6347","A6347"
"2009-2010","A6348","A6348"
"2009-2010","A6570","A6570"
"2009-2010","A6571","A6571"
"2009-2010","A6193","A6193"
"2009-2010","A6386","A6386"
"2009-2010","A6387","A6387"
"2009-2010","A6388","A6388"
"2009-2010","A6389","A6389"
"2009-2010","A4861","A4861"
"2009-2010","A4862","A4862"
"2009-2010","A4863","A4863"
"2009-2010","A4864","A4864"
"2009-2010","A4865","A4865"
"2009-2010","A4866-A","A4866A"
"2009-2010","A4867","A4867"
"2009-2010","A4868","A4868"
"2009-2010","A4869","A4869"
"2009-2010","A4870-A","A4870A"
"2009-2010","A6135","A6135"
"2009-2010","A6136","A6136"
"2009-2010","A6137-A","A6137A"
"2009-2010","A6138-B","A6138B"
"2009-2010","A6139","A6139"
"2009-2010","A6095-A","A6095A"
"2009-2010","A6096","A6096"
"2009-2010","A6097","A6097"
"2009-2010","A6098","A6098"
"2009-2010","A6099","A6099"
"2009-2010","A6892","A6892"
"2009-2010","A6893","A6893"
"2009-2010","A6894","A6894"
"2009-2010","A6895","A6895"
"2009-2010","A6896","A6896"
"2009-2010","A6897","A6897"
"2009-2010","A6898","A6898"
"2009-2010","A6899","A6899"
"2009-2010","A6900","A6900"
"2009-2010","A6901","A6901"
"2009-2010","A6561","A6561"
"2009-2010","A6562","A6562"
"2009-2010","A6563-A","A6563A"
"2009-2010","A6564-A","A6564A"
"2009-2010","A6565","A6565"
"2009-2010","A6566","A6566"
"2009-2010","A6567","A6567"
"2009-2010","A6568","A6568"
"2009-2010","A6569","A6569"
"2009-2010","A6745","A6745"
"2009-2010","A6746","A6746"
"2009-2010","A6747","A6747"
"2009-2010","A6748","A6748"
"2009-2010","A6749","A6749"
"2009-2010","A6603","A6603"
"2009-2010","A6390","A6390"
"2009-2010","A6391-B","A6391B"
"2009-2010","A6403","A6403"
"2009-2010","A6404","A6404"
"2009-2010","A6405","A6405"
"2009-2010","A6406","A6406"
"2009-2010","A6407","A6407"
"2009-2010","A6408-A","A6408A"
"2009-2010","A6457","A6457"
"2009-2010","A6458","A6458"
"2009-2010","A6459","A6459"
"2009-2010","A6460-C","A6460C"
"2009-2010","A6140","A6140"
"2009-2010","A6141","A6141"
"2009-2010","A6142","A6142"
"2009-2010","A6143","A6143"
"2009-2010","A6144","A6144"
"2009-2010","A6145","A6145"
"2009-2010","A6349","A6349"
"2009-2010","A6350","A6350"
"2009-2010","A6772-A","A6772A"
"2009-2010","A6194","A6194"
"2009-2010","A6195-A","A6195A"
"2009-2010","A6196","A6196"
"2009-2010","A6197","A6197"
"2009-2010","A6902","A6902"
"2009-2010","A6903","A6903"
"2009-2010","A6904","A6904"
"2009-2010","A6146","A6146"
"2009-2010","A6635","A6635"
"2009-2010","A6624","A6624"
"2009-2010","A6814","A6814"
"2009-2010","A6815","A6815"
"2009-2010","A6816","A6816"
"2009-2010","A6817","A6817"
"2009-2010","A6818-A","A6818A"
"2009-2010","A6604-A","A6604A"
"2009-2010","A6605","A6605"
"2009-2010","A6606","A6606"
"2009-2010","A6607","A6607"
"2009-2010","A6608","A6608"
"2009-2010","A6609","A6609"
"2009-2010","A6610","A6610"
"2009-2010","A6611","A6611"
"2009-2010","A6612","A6612"
"2009-2010","A6613","A6613"
"2009-2010","A6655","A6655"
"2009-2010","A6461","A6461"
"2009-2010","A6462","A6462"
"2009-2010","A6658-A","A6658A"
"2009-2010","A6659-A","A6659A"
"2009-2010","A6660","A6660"
"2009-2010","A6661","A6661"
"2009-2010","A6662","A6662"
"2009-2010","A6663-A","A6663A"
"2009-2010","A6664","A6664"
"2009-2010","A6504","A6504"
"2009-2010","A6505","A6505"
"2009-2010","A6506","A6506"
"2009-2010","A6198","A6198"
"2009-2010","A6199","A6199"
"2009-2010","A6200","A6200"
"2009-2010","A6201","A6201"
"2009-2010","A6202","A6202"
"2009-2010","A6203","A6203"
"2009-2010","A6204","A6204"
"2009-2010","A6256","A6256"
"2009-2010","A6257","A6257"
"2009-2010","A6258","A6258"
"2009-2010","A6259","A6259"
"2009-2010","A6260","A6260"
"2009-2010","A6261","A6261"
"2009-2010","A6819","A6819"
"2009-2010","A6820","A6820"
"2009-2010","A6821","A6821"
"2009-2010","A6822","A6822"
"2009-2010","A6872","A6872"
"2009-2010","A6873","A6873"
"2009-2010","A6874-A","A6874A"
"2009-2010","A6875-B","A6875B"
"2009-2010","A6876","A6876"
"2009-2010","A6887","A6887"
"2009-2010","A6888-B","A6888B"
"2009-2010","A6262","A6262"
"2009-2010","A6656-B","A6656B"
"2009-2010","A6657","A6657"
"2009-2010","A6773","A6773"
"2009-2010","A6774","A6774"
"2009-2010","A6775","A6775"
"2009-2010","A6776","A6776"
"2009-2010","A6777","A6777"
"2009-2010","A6778","A6778"
"2009-2010","A6779","A6779"
"2009-2010","A6700","A6700"
"2009-2010","A6507","A6507"
"2009-2010","A6508","A6508"
"2009-2010","A6509-B","A6509B"
"2009-2010","A6510","A6510"
"2009-2010","A6511","A6511"
"2009-2010","A6512","A6512"
"2009-2010","A6572","A6572"
"2009-2010","A6573","A6573"
"2009-2010","A6574","A6574"
"2009-2010","A6575","A6575"
"2009-2010","A6576","A6576"
"2009-2010","A6463","A6463"
"2009-2010","A6464","A6464"
"2009-2010","A6465","A6465"
"2009-2010","A6466","A6466"
"2009-2010","A6467","A6467"
"2009-2010","A6468-C","A6468C"
"2009-2010","A6306","A6306"
"2009-2010","A6307","A6307"
"2009-2010","A6308","A6308"
"2009-2010","A6309","A6309"
"2009-2010","A6310","A6310"
"2009-2010","A6311","A6311"
"2009-2010","A6263","A6263"
"2009-2010","A6264","A6264"
"2009-2010","A6265","A6265"
"2009-2010","A6266","A6266"
"2009-2010","A6267","A6267"
"2009-2010","A6100","A6100"
"2009-2010","A6101","A6101"
"2009-2010","A6102","A6102"
"2009-2010","A6103","A6103"
"2009-2010","A6104","A6104"
"2009-2010","A6105","A6105"
"2009-2010","A6701-A","A6701A"
"2009-2010","A6702-C","A6702C"
"2009-2010","A6703","A6703"
"2009-2010","A6704","A6704"
"2009-2010","A6705","A6705"
"2009-2010","A6706","A6706"
"2009-2010","A6707","A6707"
"2009-2010","A6708","A6708"
"2009-2010","A3827-A","A3827A"
"2009-2010","A6750","A6750"
"2009-2010","A6751","A6751"
"2009-2010","A4682","A4682"
"2009-2010","A4683","A4683"
"2009-2010","A4901","A4901"
"2009-2010","A5088","A5088"
"2009-2010","A5089","A5089"
"2009-2010","A5090","A5090"
"2009-2010","A5252","A5252"
"2009-2010","A5253-B","A5253B"
"2009-2010","A5254","A5254"
"2009-2010","A5255-A","A5255A"
"2009-2010","A5256","A5256"
"2009-2010","A5229","A5229"
"2009-2010","A5230","A5230"
"2009-2010","A4973","A4973"
"2009-2010","A4974","A4974"
"2009-2010","A4975","A4975"
"2009-2010","A4976","A4976"
"2009-2010","A5091","A5091"
"2009-2010","A5092","A5092"
"2009-2010","A5093","A5093"
"2009-2010","A5094","A5094"
"2009-2010","A5095-B","A5095B"
"2009-2010","A5012","A5012"
"2009-2010","A5013","A5013"
"2009-2010","A5014-A","A5014A"
"2009-2010","A5015","A5015"
"2009-2010","A5016","A5016"
"2009-2010","A5054","A5054"
"2009-2010","A5055","A5055"
"2009-2010","A5056-A","A5056A"
"2009-2010","A5057","A5057"
"2009-2010","A5058","A5058"
"2009-2010","A5059","A5059"
"2009-2010","A5346","A5346"
"2009-2010","A5347-A","A5347A"
"2009-2010","A5348","A5348"
"2009-2010","A5349","A5349"
"2009-2010","A4794-A","A4794A"
"2009-2010","A4795-A","A4795A"
"2009-2010","A4796","A4796"
"2009-2010","A4656-B","A4656B"
"2009-2010","A4874","A4874"
"2009-2010","A5679","A5679"
"2009-2010","A5680","A5680"
"2009-2010","A5681-A","A5681A"
"2009-2010","A5599","A5599"
"2009-2010","A5600","A5600"
"2009-2010","A10284","A10284"
"2009-2010","A10285","A10285"
"2009-2010","A10286","A10286"
"2009-2010","A10287","A10287"
"2009-2010","A10288-A","A10288A"
"2009-2010","A10278","A10278"
"2009-2010","A10289","A10289"
"2009-2010","A10290","A10290"
"2009-2010","A1543","A1543"
"2009-2010","A1544-B","A1544B"
"2009-2010","A1545","A1545"
"2009-2010","A1546","A1546"
"2009-2010","A1547","A1547"
"2009-2010","A5412","A5412"
"2009-2010","A5413","A5413"
"2009-2010","A5414-B","A5414B"
"2009-2010","A5415","A5415"
"2009-2010","A5416","A5416"
"2009-2010","A5417","A5417"
"2009-2010","A5610","A5610"
"2009-2010","A5611","A5611"
"2009-2010","A5612","A5612"
"2009-2010","A5613","A5613"
"2009-2010","A5454","A5454"
"2009-2010","A5455","A5455"
"2009-2010","A6018","A6018"
"2009-2010","A6019","A6019"
"2009-2010","A6020","A6020"
"2009-2010","A5418-A","A5418A"
"2009-2010","A5419","A5419"
"2009-2010","A5800-B","A5800B"
"2009-2010","A5939","A5939"
"2009-2010","A5940","A5940"
"2009-2010","A5941","A5941"
"2009-2010","A5942","A5942"
"2009-2010","A5756","A5756"
"2009-2010","A5757","A5757"
"2009-2010","A5758","A5758"
"2009-2010","A5759","A5759"
"2009-2010","A5760","A5760"
"2009-2010","A5761","A5761"
"2009-2010","A5762","A5762"
"2009-2010","A5763","A5763"
"2009-2010","A5764-A","A5764A"
"2009-2010","A6065-B","A6065B"
"2009-2010","A5801","A5801"
"2009-2010","A1548","A1548"
"2009-2010","A1549","A1549"
"2009-2010","A1550","A1550"
"2009-2010","A1551","A1551"
"2009-2010","A1552","A1552"
"2009-2010","A1553","A1553"
"2009-2010","A1554","A1554"
"2009-2010","A9935-A","A9935A"
"2009-2010","A9936-A","A9936A"
"2009-2010","A9937","A9937"
"2009-2010","A9938-A","A9938A"
"2009-2010","A9939-A","A9939A"
"2009-2010","A9940","A9940"
"2009-2010","A9941","A9941"
"2009-2010","A5456","A5456"
"2009-2010","A5457","A5457"
"2009-2010","A5458","A5458"
"2009-2010","A5459","A5459"
"2009-2010","A5460","A5460"
"2009-2010","A5461","A5461"
"2009-2010","A5462-A","A5462A"
"2009-2010","A5463","A5463"
"2009-2010","A5464","A5464"
"2009-2010","A5465","A5465"
"2009-2010","A5519","A5519"
"2009-2010","A5520","A5520"
"2009-2010","A5943","A5943"
"2009-2010","A5944","A5944"
"2009-2010","A5945","A5945"
"2009-2010","A5946","A5946"
"2009-2010","A5947","A5947"
"2009-2010","A5948-A","A5948A"
"2009-2010","A5949","A5949"
"2009-2010","A5950","A5950"
"2009-2010","A5951","A5951"
